10-Sep-2014 15:46:23
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20140910-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0-PMF-07.30.14-ch02
Sm = [0.00  0.06  0.14  0.24  0.37  0.55  0.78]
Dy = [0.00  0.05  0.11  0.20  0.32  0.49  0.71]
Tm = [0.00  0.06  0.15  0.28  0.47  0.76]
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 30.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, Eu, mix] [14.00  14.35  14.22  14.00   0.74]
Resistances Mix2r 2 = [Sm, Dy, Tm, Eu, mix] [14.97  14.74  15.90  14.00   0.29]
Oil: ch = 3, press = 8.00 psi
Push Water: ch = 2, press = 6.00 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, Eu]  [6,  7,  4,  5,]
Lanthanide Valves: [Sm, Dy, Tm, Eu]  [C2,  C3,  C4,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
10-Sep-2014 22:28:20 Setting valves: 12  18 to 1  1
10-Sep-2014 22:28:21 Setting valves: 16 to 0
10-Sep-2014 22:28:21 Setting valves: 13 to 0
10-Sep-2014 22:28:38 Setting valves: 11 to 0
% Making Code # 76 = [0.14  0.00  0.15  0.71]
10-Sep-2014 22:31:43 Setting valves: 11 to 1
10-Sep-2014 22:31:44 Setting valves: 11 to 1
10-Sep-2014 22:31:44 Setting valves: 13 to 1
10-Sep-2014 22:31:44 Setting valves: 12  18 to 0  0
10-Sep-2014 22:31:45 Setting valves: 24 to 0
10-Sep-2014 22:31:46 Setting valves: 31 to 0
10-Sep-2014 22:31:53 Setting valves: 24 to 1
10-Sep-2014 22:31:54 Setting valves: 20 to 0
10-Sep-2014 22:31:54 Setting valves: 23 to 0
10-Sep-2014 22:31:54 Setting valves: 19 to 0
10-Sep-2014 22:33:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:33:40 Setting valves: 12  18 to 1  1
10-Sep-2014 22:33:41 Setting valves: 16 to 0
10-Sep-2014 22:33:41 Setting valves: 13 to 0
10-Sep-2014 22:33:58 Setting valves: 11 to 0
% Making Code # 77 = [0.14  0.00  0.28  0.58]
10-Sep-2014 22:37:03 Setting valves: 11 to 1
10-Sep-2014 22:37:04 Setting valves: 11 to 1
10-Sep-2014 22:37:04 Setting valves: 13 to 1
10-Sep-2014 22:37:04 Setting valves: 12  18 to 0  0
10-Sep-2014 22:37:05 Setting valves: 24 to 0
10-Sep-2014 22:37:06 Setting valves: 31 to 0
10-Sep-2014 22:37:13 Setting valves: 24 to 1
10-Sep-2014 22:37:14 Setting valves: 20 to 0
10-Sep-2014 22:37:14 Setting valves: 23 to 0
10-Sep-2014 22:37:14 Setting valves: 19 to 0
10-Sep-2014 22:39:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:39:00 Setting valves: 12  18 to 1  1
10-Sep-2014 22:39:01 Setting valves: 16 to 0
10-Sep-2014 22:39:01 Setting valves: 13 to 0
10-Sep-2014 22:39:18 Setting valves: 11 to 0
% Making Code # 78 = [0.14  0.00  0.47  0.39]
10-Sep-2014 22:42:23 Setting valves: 11 to 1
10-Sep-2014 22:42:24 Setting valves: 11 to 1
10-Sep-2014 22:42:24 Setting valves: 13 to 1
10-Sep-2014 22:42:24 Setting valves: 12  18 to 0  0
10-Sep-2014 22:42:25 Setting valves: 24 to 0
10-Sep-2014 22:42:26 Setting valves: 31 to 0
10-Sep-2014 22:42:33 Setting valves: 24 to 1
10-Sep-2014 22:42:34 Setting valves: 20 to 0
10-Sep-2014 22:42:34 Setting valves: 23 to 0
10-Sep-2014 22:42:34 Setting valves: 19 to 0
10-Sep-2014 22:44:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:44:20 Setting valves: 12  18 to 1  1
10-Sep-2014 22:44:20 Setting valves: 16 to 0
10-Sep-2014 22:44:21 Setting valves: 13 to 0
10-Sep-2014 22:44:38 Setting valves: 11 to 0
% Making Code # 79 = [0.14  0.00  0.76  0.11]
10-Sep-2014 22:47:44 Setting valves: 11 to 1
10-Sep-2014 22:47:44 Setting valves: 11 to 1
10-Sep-2014 22:47:44 Setting valves: 13 to 1
10-Sep-2014 22:47:45 Setting valves: 12  18 to 0  0
10-Sep-2014 22:47:45 Setting valves: 24 to 0
10-Sep-2014 22:47:46 Setting valves: 31 to 0
10-Sep-2014 22:47:53 Setting valves: 24 to 1
10-Sep-2014 22:47:54 Setting valves: 20 to 0
10-Sep-2014 22:47:54 Setting valves: 22 to 0
10-Sep-2014 22:47:54 Setting valves: 19 to 0
10-Sep-2014 22:49:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:49:40 Setting valves: 12  18 to 1  1
10-Sep-2014 22:49:40 Setting valves: 16 to 0
10-Sep-2014 22:49:41 Setting valves: 13 to 0
10-Sep-2014 22:49:58 Setting valves: 11 to 0
% Making Code # 80 = [0.14  0.05  0.00  0.82]
10-Sep-2014 22:53:03 Setting valves: 11 to 1
10-Sep-2014 22:53:04 Setting valves: 11 to 1
10-Sep-2014 22:53:04 Setting valves: 13 to 1
10-Sep-2014 22:53:04 Setting valves: 12  18 to 0  0
10-Sep-2014 22:53:05 Setting valves: 24 to 0
10-Sep-2014 22:53:06 Setting valves: 31 to 0
10-Sep-2014 22:53:13 Setting valves: 24 to 1
10-Sep-2014 22:53:14 Setting valves: 20 to 0
10-Sep-2014 22:53:14 Setting valves: 22 to 0
10-Sep-2014 22:53:14 Setting valves: 23 to 0
10-Sep-2014 22:53:14 Setting valves: 19 to 0
10-Sep-2014 22:55:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 22:55:00 Setting valves: 12  18 to 1  1
10-Sep-2014 22:55:00 Setting valves: 16 to 0
10-Sep-2014 22:55:01 Setting valves: 13 to 0
10-Sep-2014 22:55:18 Setting valves: 11 to 0
% Making Code # 81 = [0.14  0.05  0.06  0.75]
10-Sep-2014 22:58:23 Setting valves: 11 to 1
10-Sep-2014 22:58:24 Setting valves: 11 to 1
10-Sep-2014 22:58:24 Setting valves: 13 to 1
10-Sep-2014 22:58:24 Setting valves: 12  18 to 0  0
10-Sep-2014 22:58:25 Setting valves: 24 to 0
10-Sep-2014 22:58:26 Setting valves: 31 to 0
10-Sep-2014 22:58:33 Setting valves: 24 to 1
10-Sep-2014 22:58:34 Setting valves: 20 to 0
10-Sep-2014 22:58:34 Setting valves: 22 to 0
10-Sep-2014 22:58:34 Setting valves: 23 to 0
10-Sep-2014 22:58:34 Setting valves: 19 to 0
10-Sep-2014 23:00:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:00:20 Setting valves: 12  18 to 1  1
10-Sep-2014 23:00:21 Setting valves: 16 to 0
10-Sep-2014 23:00:21 Setting valves: 13 to 0
10-Sep-2014 23:00:38 Setting valves: 11 to 0
% Making Code # 82 = [0.14  0.05  0.15  0.67]
10-Sep-2014 23:03:44 Setting valves: 11 to 1
10-Sep-2014 23:03:44 Setting valves: 11 to 1
10-Sep-2014 23:03:44 Setting valves: 13 to 1
10-Sep-2014 23:03:45 Setting valves: 12  18 to 0  0
10-Sep-2014 23:03:45 Setting valves: 24 to 0
10-Sep-2014 23:03:46 Setting valves: 31 to 0
10-Sep-2014 23:03:53 Setting valves: 24 to 1
10-Sep-2014 23:03:54 Setting valves: 20 to 0
10-Sep-2014 23:03:54 Setting valves: 22 to 0
10-Sep-2014 23:03:54 Setting valves: 23 to 0
10-Sep-2014 23:03:54 Setting valves: 19 to 0
10-Sep-2014 23:05:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:05:40 Setting valves: 12  18 to 1  1
10-Sep-2014 23:05:41 Setting valves: 16 to 0
10-Sep-2014 23:05:41 Setting valves: 13 to 0
10-Sep-2014 23:05:58 Setting valves: 11 to 0
% Making Code # 83 = [0.14  0.05  0.28  0.53]
10-Sep-2014 23:09:04 Setting valves: 11 to 1
10-Sep-2014 23:09:04 Setting valves: 11 to 1
10-Sep-2014 23:09:04 Setting valves: 13 to 1
10-Sep-2014 23:09:05 Setting valves: 12  18 to 0  0
10-Sep-2014 23:09:05 Setting valves: 24 to 0
10-Sep-2014 23:09:06 Setting valves: 31 to 0
10-Sep-2014 23:09:13 Setting valves: 24 to 1
10-Sep-2014 23:09:14 Setting valves: 20 to 0
10-Sep-2014 23:09:14 Setting valves: 22 to 0
10-Sep-2014 23:09:14 Setting valves: 23 to 0
10-Sep-2014 23:09:14 Setting valves: 19 to 0
10-Sep-2014 23:11:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:11:00 Setting valves: 12  18 to 1  1
10-Sep-2014 23:11:01 Setting valves: 16 to 0
10-Sep-2014 23:11:01 Setting valves: 13 to 0
10-Sep-2014 23:11:18 Setting valves: 11 to 0
% Making Code # 84 = [0.14  0.05  0.47  0.34]
10-Sep-2014 23:14:24 Setting valves: 11 to 1
10-Sep-2014 23:14:24 Setting valves: 11 to 1
10-Sep-2014 23:14:24 Setting valves: 13 to 1
10-Sep-2014 23:14:25 Setting valves: 12  18 to 0  0
10-Sep-2014 23:14:25 Setting valves: 24 to 0
10-Sep-2014 23:14:26 Setting valves: 31 to 0
10-Sep-2014 23:14:33 Setting valves: 24 to 1
10-Sep-2014 23:14:34 Setting valves: 20 to 0
10-Sep-2014 23:14:34 Setting valves: 22 to 0
10-Sep-2014 23:14:34 Setting valves: 23 to 0
10-Sep-2014 23:14:34 Setting valves: 19 to 0
10-Sep-2014 23:16:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:16:20 Setting valves: 12  18 to 1  1
10-Sep-2014 23:16:21 Setting valves: 16 to 0
10-Sep-2014 23:16:21 Setting valves: 13 to 0
10-Sep-2014 23:16:38 Setting valves: 11 to 0
% Making Code # 85 = [0.14  0.05  0.76  0.06]
10-Sep-2014 23:19:44 Setting valves: 11 to 1
10-Sep-2014 23:19:44 Setting valves: 11 to 1
10-Sep-2014 23:19:44 Setting valves: 13 to 1
10-Sep-2014 23:19:45 Setting valves: 12  18 to 0  0
10-Sep-2014 23:19:45 Setting valves: 24 to 0
10-Sep-2014 23:19:46 Setting valves: 31 to 0
10-Sep-2014 23:19:53 Setting valves: 24 to 1
10-Sep-2014 23:19:54 Setting valves: 20 to 0
10-Sep-2014 23:19:54 Setting valves: 22 to 0
10-Sep-2014 23:19:54 Setting valves: 19 to 0
10-Sep-2014 23:21:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:21:40 Setting valves: 12  18 to 1  1
10-Sep-2014 23:21:41 Setting valves: 16 to 0
10-Sep-2014 23:21:41 Setting valves: 13 to 0
10-Sep-2014 23:21:58 Setting valves: 11 to 0
% Making Code # 86 = [0.14  0.11  0.00  0.75]
10-Sep-2014 23:25:04 Setting valves: 11 to 1
10-Sep-2014 23:25:04 Setting valves: 11 to 1
10-Sep-2014 23:25:04 Setting valves: 13 to 1
10-Sep-2014 23:25:05 Setting valves: 12  18 to 0  0
10-Sep-2014 23:25:05 Setting valves: 24 to 0
10-Sep-2014 23:25:06 Setting valves: 31 to 0
10-Sep-2014 23:25:13 Setting valves: 24 to 1
10-Sep-2014 23:25:14 Setting valves: 20 to 0
10-Sep-2014 23:25:14 Setting valves: 22 to 0
10-Sep-2014 23:25:14 Setting valves: 23 to 0
10-Sep-2014 23:25:14 Setting valves: 19 to 0
10-Sep-2014 23:27:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:27:01 Setting valves: 12  18 to 1  1
10-Sep-2014 23:27:01 Setting valves: 16 to 0
10-Sep-2014 23:27:02 Setting valves: 13 to 0
10-Sep-2014 23:27:18 Setting valves: 11 to 0
% Making Code # 87 = [0.14  0.11  0.06  0.69]
10-Sep-2014 23:30:23 Setting valves: 11 to 1
10-Sep-2014 23:30:24 Setting valves: 11 to 1
10-Sep-2014 23:30:24 Setting valves: 13 to 1
10-Sep-2014 23:30:24 Setting valves: 12  18 to 0  0
10-Sep-2014 23:30:25 Setting valves: 24 to 0
10-Sep-2014 23:30:26 Setting valves: 31 to 0
10-Sep-2014 23:30:33 Setting valves: 24 to 1
10-Sep-2014 23:30:34 Setting valves: 20 to 0
10-Sep-2014 23:30:34 Setting valves: 22 to 0
10-Sep-2014 23:30:34 Setting valves: 23 to 0
10-Sep-2014 23:30:34 Setting valves: 19 to 0
10-Sep-2014 23:32:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:32:20 Setting valves: 12  18 to 1  1
10-Sep-2014 23:32:21 Setting valves: 16 to 0
10-Sep-2014 23:32:21 Setting valves: 13 to 0
10-Sep-2014 23:32:38 Setting valves: 11 to 0
% Making Code # 88 = [0.14  0.11  0.15  0.60]
10-Sep-2014 23:35:44 Setting valves: 11 to 1
10-Sep-2014 23:35:44 Setting valves: 11 to 1
10-Sep-2014 23:35:44 Setting valves: 13 to 1
10-Sep-2014 23:35:45 Setting valves: 12  18 to 0  0
10-Sep-2014 23:35:46 Setting valves: 24 to 0
10-Sep-2014 23:35:46 Setting valves: 31 to 0
10-Sep-2014 23:35:53 Setting valves: 24 to 1
10-Sep-2014 23:35:54 Setting valves: 20 to 0
10-Sep-2014 23:35:54 Setting valves: 22 to 0
10-Sep-2014 23:35:54 Setting valves: 23 to 0
10-Sep-2014 23:35:54 Setting valves: 19 to 0
10-Sep-2014 23:37:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:37:40 Setting valves: 12  18 to 1  1
10-Sep-2014 23:37:41 Setting valves: 16 to 0
10-Sep-2014 23:37:41 Setting valves: 13 to 0
10-Sep-2014 23:37:57 Setting valves: 11 to 0
% Making Code # 89 = [0.14  0.11  0.28  0.47]
10-Sep-2014 23:41:03 Setting valves: 11 to 1
10-Sep-2014 23:41:04 Setting valves: 11 to 1
10-Sep-2014 23:41:04 Setting valves: 13 to 1
10-Sep-2014 23:41:04 Setting valves: 12  18 to 0  0
10-Sep-2014 23:41:05 Setting valves: 24 to 0
10-Sep-2014 23:41:05 Setting valves: 31 to 0
10-Sep-2014 23:41:13 Setting valves: 24 to 1
10-Sep-2014 23:41:14 Setting valves: 20 to 0
10-Sep-2014 23:41:14 Setting valves: 22 to 0
10-Sep-2014 23:41:14 Setting valves: 23 to 0
10-Sep-2014 23:41:14 Setting valves: 19 to 0
10-Sep-2014 23:43:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:43:00 Setting valves: 12  18 to 1  1
10-Sep-2014 23:43:01 Setting valves: 16 to 0
10-Sep-2014 23:43:01 Setting valves: 13 to 0
10-Sep-2014 23:43:18 Setting valves: 11 to 0
% Making Code # 90 = [0.14  0.11  0.47  0.28]
10-Sep-2014 23:46:24 Setting valves: 11 to 1
10-Sep-2014 23:46:24 Setting valves: 11 to 1
10-Sep-2014 23:46:24 Setting valves: 13 to 1
10-Sep-2014 23:46:25 Setting valves: 12  18 to 0  0
10-Sep-2014 23:46:25 Setting valves: 24 to 0
10-Sep-2014 23:46:26 Setting valves: 31 to 0
10-Sep-2014 23:46:33 Setting valves: 24 to 1
10-Sep-2014 23:46:34 Setting valves: 20 to 0
10-Sep-2014 23:46:34 Setting valves: 22 to 0
10-Sep-2014 23:46:34 Setting valves: 19 to 0
10-Sep-2014 23:48:20 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:48:20 Setting valves: 12  18 to 1  1
10-Sep-2014 23:48:21 Setting valves: 16 to 0
10-Sep-2014 23:48:21 Setting valves: 13 to 0
10-Sep-2014 23:48:38 Setting valves: 11 to 0
% Making Code # 91 = [0.14  0.20  0.00  0.66]
10-Sep-2014 23:51:43 Setting valves: 11 to 1
10-Sep-2014 23:51:44 Setting valves: 11 to 1
10-Sep-2014 23:51:44 Setting valves: 13 to 1
10-Sep-2014 23:51:44 Setting valves: 12  18 to 0  0
10-Sep-2014 23:51:45 Setting valves: 24 to 0
10-Sep-2014 23:51:46 Setting valves: 31 to 0
10-Sep-2014 23:51:53 Setting valves: 24 to 1
10-Sep-2014 23:51:54 Setting valves: 20 to 0
10-Sep-2014 23:51:54 Setting valves: 22 to 0
10-Sep-2014 23:51:54 Setting valves: 23 to 0
10-Sep-2014 23:51:54 Setting valves: 19 to 0
10-Sep-2014 23:53:40 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:53:40 Setting valves: 12  18 to 1  1
10-Sep-2014 23:53:40 Setting valves: 16 to 0
10-Sep-2014 23:53:41 Setting valves: 13 to 0
10-Sep-2014 23:53:58 Setting valves: 11 to 0
% Making Code # 92 = [0.14  0.20  0.06  0.60]
10-Sep-2014 23:57:03 Setting valves: 11 to 1
10-Sep-2014 23:57:04 Setting valves: 11 to 1
10-Sep-2014 23:57:04 Setting valves: 13 to 1
10-Sep-2014 23:57:04 Setting valves: 12  18 to 0  0
10-Sep-2014 23:57:05 Setting valves: 24 to 0
10-Sep-2014 23:57:06 Setting valves: 31 to 0
10-Sep-2014 23:57:13 Setting valves: 24 to 1
10-Sep-2014 23:57:14 Setting valves: 20 to 0
10-Sep-2014 23:57:14 Setting valves: 22 to 0
10-Sep-2014 23:57:14 Setting valves: 23 to 0
10-Sep-2014 23:57:14 Setting valves: 19 to 0
10-Sep-2014 23:59:00 Setting valves: 20  22  23  19 to 1  1  1  1
10-Sep-2014 23:59:00 Setting valves: 12  18 to 1  1
10-Sep-2014 23:59:01 Setting valves: 16 to 0
10-Sep-2014 23:59:01 Setting valves: 13 to 0
10-Sep-2014 23:59:18 Setting valves: 11 to 0
% Making Code # 93 = [0.14  0.20  0.15  0.51]
11-Sep-2014 00:02:23 Setting valves: 11 to 1
11-Sep-2014 00:02:24 Setting valves: 11 to 1
11-Sep-2014 00:02:24 Setting valves: 13 to 1
11-Sep-2014 00:02:24 Setting valves: 12  18 to 0  0
11-Sep-2014 00:02:25 Setting valves: 24 to 0
11-Sep-2014 00:02:26 Setting valves: 31 to 0
11-Sep-2014 00:02:33 Setting valves: 24 to 1
11-Sep-2014 00:02:34 Setting valves: 20 to 0
11-Sep-2014 00:02:34 Setting valves: 22 to 0
11-Sep-2014 00:02:34 Setting valves: 23 to 0
11-Sep-2014 00:02:34 Setting valves: 19 to 0
11-Sep-2014 00:04:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:04:20 Setting valves: 12  18 to 1  1
11-Sep-2014 00:04:21 Setting valves: 16 to 0
11-Sep-2014 00:04:22 Setting valves: 13 to 0
11-Sep-2014 00:04:38 Setting valves: 11 to 0
% Making Code # 94 = [0.14  0.20  0.28  0.38]
11-Sep-2014 00:07:44 Setting valves: 11 to 1
11-Sep-2014 00:07:44 Setting valves: 11 to 1
11-Sep-2014 00:07:44 Setting valves: 13 to 1
11-Sep-2014 00:07:45 Setting valves: 12  18 to 0  0
11-Sep-2014 00:07:45 Error: expected to set values 0  0 read back 1  1
11-Sep-2014 00:07:45 Retried setting valves; succeeded!
11-Sep-2014 00:07:45 Setting valves: 24 to 0
11-Sep-2014 00:07:46 Setting valves: 31 to 0
11-Sep-2014 00:07:53 Setting valves: 24 to 1
11-Sep-2014 00:07:54 Setting valves: 20 to 0
11-Sep-2014 00:07:54 Setting valves: 22 to 0
11-Sep-2014 00:07:54 Setting valves: 23 to 0
11-Sep-2014 00:07:54 Setting valves: 19 to 0
11-Sep-2014 00:09:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:09:40 Setting valves: 12  18 to 1  1
11-Sep-2014 00:09:41 Setting valves: 16 to 0
11-Sep-2014 00:09:41 Setting valves: 13 to 0
11-Sep-2014 00:09:58 Setting valves: 11 to 0
% Making Code # 95 = [0.14  0.20  0.47  0.19]
11-Sep-2014 00:13:04 Setting valves: 11 to 1
11-Sep-2014 00:13:04 Setting valves: 11 to 1
11-Sep-2014 00:13:04 Setting valves: 13 to 1
11-Sep-2014 00:13:05 Setting valves: 12  18 to 0  0
11-Sep-2014 00:13:05 Setting valves: 24 to 0
11-Sep-2014 00:13:06 Setting valves: 31 to 0
11-Sep-2014 00:13:13 Setting valves: 24 to 1
11-Sep-2014 00:13:14 Setting valves: 20 to 0
11-Sep-2014 00:13:14 Setting valves: 22 to 0
11-Sep-2014 00:13:14 Setting valves: 19 to 0
11-Sep-2014 00:15:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:15:00 Setting valves: 12  18 to 1  1
11-Sep-2014 00:15:01 Setting valves: 16 to 0
11-Sep-2014 00:15:01 Setting valves: 13 to 0
11-Sep-2014 00:15:18 Setting valves: 11 to 0
% Making Code # 96 = [0.14  0.32  0.00  0.54]
11-Sep-2014 00:18:23 Setting valves: 11 to 1
11-Sep-2014 00:18:24 Setting valves: 11 to 1
11-Sep-2014 00:18:24 Setting valves: 13 to 1
11-Sep-2014 00:18:24 Setting valves: 12  18 to 0  0
11-Sep-2014 00:18:25 Setting valves: 24 to 0
11-Sep-2014 00:18:26 Setting valves: 31 to 0
11-Sep-2014 00:18:33 Setting valves: 24 to 1
11-Sep-2014 00:18:34 Setting valves: 20 to 0
11-Sep-2014 00:18:34 Setting valves: 22 to 0
11-Sep-2014 00:18:34 Setting valves: 23 to 0
11-Sep-2014 00:18:34 Setting valves: 19 to 0
11-Sep-2014 00:20:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:20:20 Setting valves: 12  18 to 1  1
11-Sep-2014 00:20:21 Setting valves: 16 to 0
11-Sep-2014 00:20:21 Setting valves: 13 to 0
11-Sep-2014 00:20:38 Setting valves: 11 to 0
% Making Code # 97 = [0.14  0.32  0.06  0.48]
11-Sep-2014 00:23:44 Setting valves: 11 to 1
11-Sep-2014 00:23:44 Setting valves: 11 to 1
11-Sep-2014 00:23:44 Setting valves: 13 to 1
11-Sep-2014 00:23:45 Setting valves: 12  18 to 0  0
11-Sep-2014 00:23:45 Setting valves: 24 to 0
11-Sep-2014 00:23:46 Setting valves: 31 to 0
11-Sep-2014 00:23:53 Setting valves: 24 to 1
11-Sep-2014 00:23:54 Setting valves: 20 to 0
11-Sep-2014 00:23:54 Setting valves: 22 to 0
11-Sep-2014 00:23:54 Setting valves: 23 to 0
11-Sep-2014 00:23:54 Setting valves: 19 to 0
11-Sep-2014 00:25:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:25:40 Setting valves: 12  18 to 1  1
11-Sep-2014 00:25:40 Setting valves: 16 to 0
11-Sep-2014 00:25:41 Setting valves: 13 to 0
11-Sep-2014 00:25:58 Setting valves: 11 to 0
% Making Code # 98 = [0.14  0.32  0.15  0.39]
11-Sep-2014 00:29:03 Setting valves: 11 to 1
11-Sep-2014 00:29:04 Setting valves: 11 to 1
11-Sep-2014 00:29:04 Setting valves: 13 to 1
11-Sep-2014 00:29:04 Setting valves: 12  18 to 0  0
11-Sep-2014 00:29:05 Setting valves: 24 to 0
11-Sep-2014 00:29:06 Setting valves: 31 to 0
11-Sep-2014 00:29:13 Setting valves: 24 to 1
11-Sep-2014 00:29:14 Setting valves: 20 to 0
11-Sep-2014 00:29:14 Setting valves: 22 to 0
11-Sep-2014 00:29:14 Setting valves: 23 to 0
11-Sep-2014 00:29:14 Setting valves: 19 to 0
11-Sep-2014 00:31:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:31:00 Setting valves: 12  18 to 1  1
11-Sep-2014 00:31:01 Setting valves: 16 to 0
11-Sep-2014 00:31:01 Setting valves: 13 to 0
11-Sep-2014 00:31:18 Setting valves: 11 to 0
% Making Code # 99 = [0.14  0.32  0.28  0.26]
11-Sep-2014 00:34:23 Setting valves: 11 to 1
11-Sep-2014 00:34:24 Setting valves: 11 to 1
11-Sep-2014 00:34:24 Setting valves: 13 to 1
11-Sep-2014 00:34:24 Setting valves: 12  18 to 0  0
11-Sep-2014 00:34:25 Setting valves: 24 to 0
11-Sep-2014 00:34:26 Setting valves: 31 to 0
11-Sep-2014 00:34:33 Setting valves: 24 to 1
11-Sep-2014 00:34:34 Setting valves: 20 to 0
11-Sep-2014 00:34:34 Setting valves: 22 to 0
11-Sep-2014 00:34:34 Setting valves: 23 to 0
11-Sep-2014 00:34:34 Setting valves: 19 to 0
11-Sep-2014 00:36:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:36:20 Setting valves: 12  18 to 1  1
11-Sep-2014 00:36:20 Setting valves: 16 to 0
11-Sep-2014 00:36:21 Setting valves: 13 to 0
11-Sep-2014 00:36:38 Setting valves: 11 to 0
% Making Code # 100 = [0.14  0.32  0.47  0.07]
11-Sep-2014 00:39:43 Setting valves: 11 to 1
11-Sep-2014 00:39:44 Setting valves: 11 to 1
11-Sep-2014 00:39:44 Setting valves: 13 to 1
11-Sep-2014 00:39:44 Setting valves: 12  18 to 0  0
11-Sep-2014 00:39:45 Setting valves: 24 to 0
11-Sep-2014 00:39:46 Setting valves: 31 to 0
11-Sep-2014 00:39:53 Setting valves: 24 to 1
11-Sep-2014 00:39:54 Setting valves: 20 to 0
11-Sep-2014 00:39:54 Error: expected to set values 0 read back 1
11-Sep-2014 00:39:54 Retried setting valves; succeeded!
11-Sep-2014 00:39:54 Setting valves: 22 to 0
11-Sep-2014 00:39:54 Setting valves: 19 to 0
11-Sep-2014 00:41:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:41:40 Setting valves: 12  18 to 1  1
11-Sep-2014 00:41:41 Setting valves: 16 to 0
11-Sep-2014 00:41:41 Setting valves: 13 to 0
11-Sep-2014 00:41:58 Setting valves: 11 to 0
% Making Code # 101 = [0.14  0.49  0.00  0.38]
11-Sep-2014 00:45:03 Setting valves: 11 to 1
11-Sep-2014 00:45:04 Setting valves: 11 to 1
11-Sep-2014 00:45:04 Setting valves: 13 to 1
11-Sep-2014 00:45:04 Setting valves: 12  18 to 0  0
11-Sep-2014 00:45:05 Setting valves: 24 to 0
11-Sep-2014 00:45:06 Setting valves: 31 to 0
11-Sep-2014 00:45:13 Setting valves: 24 to 1
11-Sep-2014 00:45:14 Setting valves: 20 to 0
11-Sep-2014 00:45:14 Setting valves: 22 to 0
11-Sep-2014 00:45:14 Setting valves: 23 to 0
11-Sep-2014 00:45:14 Setting valves: 19 to 0
11-Sep-2014 00:47:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:47:00 Setting valves: 12  18 to 1  1
11-Sep-2014 00:47:01 Setting valves: 16 to 0
11-Sep-2014 00:47:01 Setting valves: 13 to 0
11-Sep-2014 00:47:18 Setting valves: 11 to 0
% Making Code # 102 = [0.14  0.49  0.06  0.32]
11-Sep-2014 00:50:23 Setting valves: 11 to 1
11-Sep-2014 00:50:24 Setting valves: 11 to 1
11-Sep-2014 00:50:24 Setting valves: 13 to 1
11-Sep-2014 00:50:24 Setting valves: 12  18 to 0  0
11-Sep-2014 00:50:25 Setting valves: 24 to 0
11-Sep-2014 00:50:26 Setting valves: 31 to 0
11-Sep-2014 00:50:33 Setting valves: 24 to 1
11-Sep-2014 00:50:34 Setting valves: 20 to 0
11-Sep-2014 00:50:34 Setting valves: 22 to 0
11-Sep-2014 00:50:34 Setting valves: 23 to 0
11-Sep-2014 00:50:34 Setting valves: 19 to 0
11-Sep-2014 00:52:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:52:20 Setting valves: 12  18 to 1  1
11-Sep-2014 00:52:21 Setting valves: 16 to 0
11-Sep-2014 00:52:21 Setting valves: 13 to 0
